kanji,frame,key word,components,on_reading,kun_reading,stroke_count,jlpt
巡,303,patrol,deluge; stream; flood; road,ジュン,めぐ.る; めぐ.り,6,N1
車,304,car,sun; ten; needle,シャ,くるま,7,N5
連,305,take along,car; road,レン,つら.なる; つら.ねる; つ.れる; -づ.れ,10,N3
軌,306,rut,car; nine; baseball,キ,,9,N1
輸,307,transport,car; meeting of butchers; umbrella; one; moon; month; flesh; part of the body; sword; sabre; saber,ユ; シュ,,16,N2
喩,308,metaphor,,,,12
前,309,in front,horns; butcher; moon; month; flesh; part of the body; sword; sabre; saber,ゼン,まえ; -まえ,9,N5
煎,310,roast,in front; horns; butcher; moon; month; flesh; part of the body; sword; sabre; saber; oven-fire; barbecue,セン,せん.じる; い.る; に.る,13
各,311,each,walking legs; mouth,カク,おのおの,6,N2
格,312,status,tree; wood; each; walking legs; mouth,カク; コウ; キャク; ゴウ,,10,N3
賂,313,graft,shellfish; clam; oyster; eye; animal legs; eight; each; walking legs; mouth,ロ,まいな.い; まいな.う,13
略,314,abbreviation,rice field; brains; each; walking legs; mouth,リャク,ほぼ; おか.す; おさ.める; はかりごと; はか.る; はぶ.く; りゃく.す; りゃく.する,11,N2
客,315,guest,house; each; walking legs; mouth,キャク; カク,,9,N3
額,316,forehead,guest; house; each; walking legs; mouth; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ガク,ひたい,18,N2
夏,317,summer,one; ceiling; drop; eye; walking legs,カ; ガ; ゲ,なつ,10,N4
処,318,dispose,walking legs; wind,ショ,ところ; -こ; お.る,5,N3
条,319,twig,walking legs; tree; wood,ジョウ; チョウ; デキ,えだ; すじ,7,N1
落,320,fall,flowers; water; water droplets; water pistol; each; walking legs; mouth,ラク,お.ちる; お.ち; お.とす,12,N3
冗,321,superfluous,crown; weathercock; wind,ジョウ,,4,N1
冥,322,Hades,hades; crown; sun; day; six,メイ; ミョウ,くら.い,10
軍,323,army,chariot; crown; vehicle; car,グン,,9,N2
輝,324,radiance,ray; small; little; human legs; army; chariot; crown; vehicle; car,キ,かがや.く,15,N1
運,325,carry,army; chariot; crown; vehicle; car; road,ウン,はこ.ぶ,12,N4
冠,326,crown,beginning; two; human legs; glue,カン,かんむり,9,N1
夢,327,dream,flowers; eye; cross-eyed; net; crown; evening,ム; ボウ,ゆめ; ゆめ.みる; くら.い,13,N3
坑,328,pit,soil; dirt; ground; whirlwind; top hat; wind,コウ,,7,N1
高,329,tall,top hat; mouth; alien; hood; mouth,コウ,たか.い; たか; -だか; たか.まる; たか.める,10,N5
享,330,receive,tall; top hat; mouth; children,キョウ; コウ,う.ける,8,N1
塾,331,cram school,receive; tall; top hat; mouth; child; children; round; nine; baseball; drop; soil; dirt; ground,ジュク,,14,N1
熟,332,mellow,receive; tall; top hat; mouth; child; children; round; nine; baseball; drop; oven-fire; barbecue,ジュク,う.れる,15,N1
亭,333,pavilion,tall; top hat; mouth; crown; street; nail; spike,テイ; チン,,9,N1
京,334,capital,tall; top hat; mouth; small; little,キョウ; ケイ; キン,みやこ,8,N4
涼,335,refreshing,water droplets; water pistol capital; tall; top hat; mouth; small; little,リョウ,すず.しい; すず.む; すず.やか; うす.い; ひや.す; まことに,11,N2
景,336,scenery,sun; day; capital; tall; top hat; mouth; small; little,ケイ,,12,N3
鯨,337,whale,fish; bound up; rice field; brains; oven-fire; barbecue; capital; tall; top hat; mouth; small; little,ゲイ,くじら,19,N1
舎,338,cottage,umbrella; earthenware jar; lidded crock; soil; dirt; ground; mouth,シャ; セキ,やど.る,8,N1
周,339,circumference,glass hood; earthenware jar; lidded crock; soil; dirt; ground; mouth,シュウ,まわ.り,8,N2
週,340,week,circumference; running track; earthenware jar; lidded crock; soil; dirt; ground; mouth; road,シュウ,,11,N4
士,341,gentleman,samurai,シ,,3,N1
吉,342,good luck,samurai; mouth,キチ; キツ,よし,6,N1
壮,343,robust,turtle; samurai,ソウ,さかん,6,N1
荘,344,villa,flowers; robust; turtle; samurai,ソウ; ショウ; チャン,ほうき; おごそ.か,9,N1
売,345,sell,samurai; paper punch; Miss World; crown; human legs,バイ,う.る; う.れる,7,N4
学,346,study,schoolhouse; owl; crown; child,ガク,まな.ぶ,8,N5
覚,347,memorize,schoolhouse; owl; crown; see; telescope; eye; human legs,カク,おぼ.える; さ.ます; さ.める; さと.る,12,N3
栄,348,flourish,schoolhouse; owl; crown; tree; wood,エイ; ヨウ,さか.える; は.え; -ば.え; は.える; え,9,N2
書,349,write,brush; tongue wagging; sun; day,ショ,か.く; -が.き; -がき,10,N5
津,350,haven,water; water droplets; water pistol; brush,シン,つ,9,N1
牧,351,breed,cow; taskmaster,ボク,まき,8,N1
攻,352,aggression,craft; taskmaster,コウ,せ.める,7,N1
敗,353,failure,shellfish; clam; oyster; eye; animal legs; eight; taskmaster,ハイ,やぶ.れる,11,N3
枚,354,a sheet of,sheet of…; tree; wood; taskmaster,マイ; バイ,,8,N2
故,355,happenstance,old; tombstone; gravestone; church; ten; needle; mouth; taskmaster,コ,ゆえ; ふる.い; もと,9,N1
敬,356,awe,flowers; phrase; bound up; mouth; taskmaster,ケイ; キョウ,うやま.う,12,N2
言,357,say,words; keitai; mouth,ゲン; ゴン,い.う; こと,7,N4
警,358,admonish,awe; flowers; phrase; bound up; mouth; taskmaster; say; words; keitai; mouth,ケイ,いまし.める,19,N3
計,359,plot,say; words; keitai; mouth; ten; needle,ケイ,はか.る; はか.らう,9,N4
詮,360,elucidate,say; words; keitai; mouth; whole; umbrella; king; jewel; ball,セン,せん.ずる; かい; あき.らか,13
獄,361,prison,pack of wild dogs; say; words; keitai; mouth; chihuahua; dog; large; drop,ゴク,,14,N1
訂,362,revise,say; words; keitai; mouth; street; nail; spike,テイ,,9,N1
訃,363,obituary,,フ,"しらせ<span class=""Apple-tab-span"" style=""white-space:pre""> </span>",9
討,364,chastise,say; words; keitai; mouth; glue,トウ,う.つ,10,N1
訓,365,instruction,say; words; keitai; mouth; stream; flood,クン; キン,おし.える; よ.む; くん.ずる,10,N2
詔,366,imperial edict,say; words; keitai; mouth; summon; seduce; sword; dagger; mouth,ショウ,みことのり,12,N1
詰,367,packed,say; words; keitai; mouth; aerosol; good luck; samurai; mouth,キツ; キチ,つ.める; つ.め; -づ.め; つ.まる; つ.む,13,N2
話,368,tale,say; words; keitai; mouth; tongue; thousand; mouth,ワ,はな.す; はなし,13,N5
詠,369,recitation,say; words; keitai; mouth; eternity; drop; water,エイ,よ.む; うた.う,12,N1
詩,370,poem,say; words; keitai; mouth; Buddhist temple; soil; dirt; ground; glue,シ,うた,13,N1
語,371,word,say; words; keitai; mouth; I; five; mouth,ゴ,かた.る; かた.らう,14,N5
読,372,read,say; words; keitai; mouth; sell; sale; samurai; paper punch; Miss World; crown; human legs,ドク; トク; トウ,よ.む; -よ.み,14,N5
調,373,tune,say; words; keitai; mouth; circumference; running track; soil; dirt; ground; mouth,チョウ,しら.べる; しら.べ; ととの.う; ととの.える,15,N3
談,374,discuss,say; words; keitai; mouth; inflammation; fire,ダン,,15,N3
諾,375,consent,say; words; keitai; mouth; young; flowers; by one’s side; mouth,ダク,,15,N1
諭,376,rebuke,say; words; keitai; mouth; meeting of butchers; moon; month; flesh; part of the body; sword; sabre; saber,ユ,さと.す,16,N1
式,377,style,arrow; craft,シキ,,6,N3
試,378,test,say; words; keitai; mouth; style; arrow; craft,シ,こころ.みる; ため.す,13,N4
弐,379,II (two),II; two; arrows; quiver,ニ; ジ,ふた.つ; そえ,6,N1
域,380,range,soil; dirt; ground; pope; fiesta; mouth; one; floor,イキ,,11,N2
賊,381,burglar,shellfish; clam; oyster; eye; animal legs; eight; ten; needle; fiesta,ゾク,,13,N1
栽,382,plantation,Thanksgiving; harvest festival; ten; needle; fiesta; tree; wood,サイ,,10,N1
載,383,load,Thanksgiving; harvest festival; ten; needle; fiesta; car; vehicle,サイ,の.せる; の.る,13,N1
茂,384,overgrown,flowers; parade,モ,しげ.る,8,N1
戚,385,relatives,half-uncle; above; small; little; parade,ソク; セキ,いた.む; うれ.える; みうち,11
成,386,turn into,parade; sword; dagger,セイ; ジョウ,な.る; な.す; -な.す,6,N3
城,387,castle,soil; dirt; ground; turn into; parade; sword; dagger,ジョウ,しろ,9,N2
誠,388,sincerity,say; words; keitai; mouth; turn into; sword; dagger; parade,セイ,まこと,13,N1
威,389,intimidate,march; women; woman,イ,おど.す; おど.し; おど.かす,9,N1
滅,390,destroy,water; water droplets; water pistol; march; fire,メツ,ほろ.びる; ほろ.ぶ; ほろ.ぼす,13,N1
減,391,dwindle,water; water droplets; water pistol; march; mouth,ゲン,へ.る; へ.らす,12,N2
蔑,392,revile,flowers; eye; cross-eyed; net; march,ベツ,ないがしろ; なみ.する; くらい; さげす.む,14
桟,393,scaffold,tree; wood; float; fiesta,サン; セン,かけはし,10,N1
銭,394,coin,metal; gold; float; fiesta,セン; ゼン,ぜに; すき,14,N1
浅,395,shallow,water; water droplets; water pistol; float; fiesta,セン,あさ.い,9,N2
止,396,stop,footprint,シ,と.まる; -ど.まり; と.める; -と.める; -ど.め; とど.める; とど.め; とど.まる; や.める; や.む; -や.む; よ.す; -さ.す; -さ.し,4,N4
歩,397,walk,stop; footprint; few,ホ; ブ; フ,ある.く; あゆ.む,8,N4
渉,398,ford,water; water droplets; water pistol; walk; stop; footprint; few,ショウ,わた.る,11,N1
頻,399,repeatedly,walk; stop; footprint; few; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ヒン,しき.りに,17,N1
肯,400,agreement,stop; footprint; moon; month; flesh; part of the body,コウ,がえんじ.る,8,N2
企,401,undertake,umbrella; stop; footprint,キ,くわだ.てる; たくら.む,6,N1
歴,402,curriculum,cliff; grove; tree; wood; stop; footprint,レキ; レッキ,,14,N2
武,403,warrior,one; arrow; stop; footprint,ブ; ム,たけ.し,8,N2
賦,404,levy,shellfish; clam; oyster; eye; animal legs; eight; warrior; one; stop; footprint; arrow,フ; ブ,,15,N1
正,405,correct,one; ceiling; stop; footprint,セイ; ショウ,ただ.しい; ただ.す; まさ; まさ.に,5,N4
証,406,evidence,say; words; keitai; mouth; correct; one; ceiling; stop; footprint,ショウ,あかし,12,N1
政,407,politics,correct; one; ceiling; stop; footprint; taskmaster,セイ; ショウ,まつりごと; まん,9,N3
定,408,determine,house; mend,テイ; ジョウ,さだ.める; さだ.まる; さだ.か,8,N3
錠,409,lock,metal; gold; determine; determined; house; mend,ジョウ,,16,N1
走,410,run,soil; dirt; ground; mend,ソウ,はし.る,7,N4
超,411,transcend,run; soil; dirt; ground; mend; summon; seduce; sword; dagger; mouth,チョウ,こ.える; こ.す,12,N2
赴,412,proceed,run; soil; dirt; ground; mend; magic wand; augury,フ,おもむ.く,9,N1
越,413,surpass,run; soil; dirt; ground; mend; parade,エツ; オツ,こ.す; -こ.す; -ご.し; こ.える; -ご.え,12,N3
是,414,just so,sun; day; mend,ゼ; シ,これ; この; ここ,9,N1
題,415,topic,just so; sun; day; mend; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ダイ,,18,N4
堤,416,dike,soil; dirt; ground; just so; sun; day; mend,テイ,つつみ,12,N1
建,417,build,brush; stretch,ケン; コン,た.てる; た.て; -だ.て; た.つ,9,N4
鍵,418,key,metal; gold; build; brush; stretch,ケン,かぎ,17
延,419,prolong,drop; stop; footprint; stretch,エン,の.びる; の.べる; の.べ; の.ばす,8,N2
誕,420,nativity,say; words; keitai; mouth; prolonged; drop; stop; footprint; stretch,タン,,15,N1
礎,421,cornerstone,stone; rock; grove; tree; wood; zoo; critters,ソ,いしずえ,18,N1
婿,422,bridegroom,woman; zoo; critters; moon; month; flesh; part of the body,セイ,むこ,12,N1
衣,423,garment,top hat; scarf; cloth; clothes; clothing,イ; エ,ころも; きぬ; -ぎ,6,N2
裁,424,tailor,Thanksgiving; harvest festival; ten; needle; fiesta; top hat; scarf; cloth; clothes; clothing; garment,サイ,た.つ; さば.く,12,N1
装,425,attire,turtle; samurai; top hat; scarf; cloth; clothes; clothing; garment,ソウ; ショウ,よそお.う; よそお.い,12,N2
裏,426,back,top hat; scarf; computer,リ,うら,13,N2
壊,427,demolition,soil; dirt; ground; poltergeist; BernaE; ten; needle; eye; cross-eyed; net; top hat; scarf; cloth; clothes; clothing; garment,カイ; エ,こわ.す; こわ.れる; やぶ.る,16,N1
哀,428,pathetic,top hat; scarf; mouth,アイ,あわ.れ; あわ.れむ; かな.しい,9,N1
遠,429,distant,earthenware jar; lidded crock; soil; dirt; ground; mouth; scarf; road,エン; オン,とお.い,13,N3
猿,430,monkey,pack of wild dogs; earthenware jar; lidded crock; soil; dirt; ground; mouth; scarf,エン,さる,13,N1
初,431,first time,cloak; sword; dagger,ショ,はじ.め; はじ.めて; はつ; はつ-; うい-; -そ.める; -ぞ.め,7,N3
巾,432,towel,,キン; フク,おお.い; ちきり; きれ; はば,3
布,433,linen,by one’s side; towel,フ,ぬの,5,N2
帆,434,sail,towel; mediocre; drop; wind,ハン,ほ,6,N1
幅,435,hanging scroll,towel; wealth; one; ceiling; mouth; rice field; brains,フク,はば,12,N2
帽,436,cap,towel; risk; sun; day; eye,ボウ; モウ,ずきん; おお.う,12,N2
幕,437,curtain,graveyard; flowers; sun; day; large; St. Bernard; towel,マク; バク,とばり,13,N1
幌,438,canopy,towel; limpid; sun; day; ray; small; little; human legs,コウ,ほろ; とばり,13
錦,439,brocade,metal; gold; napkin; white; dove; towel,キン,にしき,16,N1
市,440,market,top hat; towel,シ,いち,5,N3
柿,441,persimmon,tree; wood; market; top hat; towel,シ,かき; こけら,9
姉,442,elder sister,woman; market; top hat; towel,シ,あね; はは,8,N4
肺,443,lungs,moon; month; flesh; part of the body; market; top hat; towel,ハイ,,9,N1
帯,444,sash,buckle; apron; crown; towel,タイ,お.びる; おび,10,N2
滞,445,stagnate,water; water droplets; water pistol; sash; buckle; apron; crown; towel,タイ; テイ,とどこお.る,13,N1
刺,446,thorn,tree; wood; belt; sword; sabre; saber,シ,さ.す; さ.さる; さ.し; さし; とげ,8,N2
制,447,system,cow; belt; sword; sabre; saber,セイ,,8,N3
製,448,made in...,made in…; system; cow; belt; sword; sabre; saber; hat; scarf; cloth; clothes; clothing; garment,セイ,,14,N1
転,449,revolve,car; rising cloud; two; elbow; wall,テン,ころ.がる; ころ.げる; ころ.がす; ころ.ぶ; まろ.ぶ; うたた; うつ.る; くる.めく,11,N4
芸,450,technique,flowers; rising cloud; two; elbow; wall,ゲイ; ウン,う.える; のり; わざ,7,N2
雨,451,rain,weather,ウ,あめ; あま-; -さめ,8,N5
雲,452,cloud,rain; weather; rising cloud; two; elbow; wall,ウン,くも; -ぐも,12,N2
曇,453,cloudy weather,sun; day; cloud; rain; weather; rising cloud; two; elbow; wall,ドン,くも.る,16,N2
雷,454,thunder,rain; weather; rice field; brains,ライ,かみなり,13,N1
霜,455,frost,rain; weather; inter; Inter Milan; tree; wood; eye,ソウ,しも,17,N1
冬,456,winter,walking legs; ice,トウ,ふゆ,5,N4
天,457,heavens,one; ceiling; large,テン,あまつ; あめ; あま-,4,N5
妖,458,bewitched,woman; sapling,ヨウ,あや.しい; なま.めく; わざわ.い,7
沃,459,irrigate,water; water droplets; water pistol; sapling,ヨウ; ヨク; オク,そそ.ぐ,7
橋,460,bridge,tree; wood; angel; heavens; mouth; hood; mouth,キョウ,はし,16,N2
嬌,461,attractive,woman; angel; heavens; mouth; hood; mouth,キョウ,なまめか.しい,15
立,462,stand up,vase,リツ; リュウ; リットル,た.つ; -た.つ; た.ち-; た.てる; -た.てる; た.て-; たて-; -た.て; -だ.て; -だ.てる,5,N4
泣,463,cry,water; water droplets; water pistol; vase; stand up,キュウ,な.く,8,N1
章,464,badge,vase; stand up; sunflower; early; sun; day; ten; needle,ショウ,,11,N2
競,465,vie,vase; stand up; elder brother; teenager; mouth; human legs,キョウ; ケイ,きそ.う; せ.る,20,N2
帝,466,sovereign,vase; stand up; apron; crown; towel,テイ,みかど,9,N1
諦,467,renunciation,say; words; keitai; mouth; sovereign; vase; stand up; apron; crown; towel,テイ; タイ,あき.らめる; あきら.める; つまびらか; まこと,16
童,468,juvenile,vase; stand up; computer,ドウ,わらべ,12,N2
瞳,469,pupil,eye; juvenile; vase; stand up; computer,ドウ; トウ,ひとみ,17,N1
鐘,470,bell,metal; gold; juvenile; vase; stand up; computer,ショウ,かね,20,N1
商,471,make a deal,vase; stand up; alien; hood; human legs; mouth,ショウ,あきな.う,11,N3
嫡,472,legitimate wife,woman; antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth,チャク; テキ,,14,N1
適,473,suitable,antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth; road,テキ,かな.う,14,N3
滴,474,drip,water; water droplets; water pistol; antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth,テキ,しずく; したた.る,14,N2
敵,475,enemy,antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth; taskmaster,テキ,かたき; あだ; かな.う,15,N1
匕,476,spoon,sitting on the ground,ヒ,さじ; さじのひ,2
叱,477,scold,mouth; diced; seven; spoon; sitting on the ground,シツ; シチ,しか.る,5
匂,478,aroma,bound up; spoon; sitting on the ground,,にお.う; にお.い; にお.わせる,4
頃,479,about that time,spoon; sitting on the ground; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ケイ; キョウ,ころ; ごろ; しばら.く,11
北,480,north,spoon; sitting on the ground,ホク,きた,5,N5
背,481,stature,north; spoon; sitting on the ground; moon; month; flesh; part of the body,ハイ,せ; せい; そむ.く; そむ.ける,9,N3
比,482,compare,spoon; sitting on the ground,ヒ,くら.べる,4,N2
